,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
2178,Bachelors,2012,Bangalore,3,28,Female,No,1,0
2180,Bachelors,2014,Bangalore,3,29,Female,No,2,0
2181,PHD,2017,Bangalore,3,27,Male,No,5,0
2182,Bachelors,2017,Bangalore,3,29,Male,No,2,0
2183,Bachelors,2014,Bangalore,3,28,Male,No,2,0
2184,Bachelors,2014,Bangalore,3,26,Female,No,4,0
2185,Bachelors,2012,Bangalore,3,28,Male,No,2,0
2187,Bachelors,2017,Bangalore,3,28,Female,No,1,0
2188,Bachelors,2015,Bangalore,3,28,Male,No,1,0
2189,Bachelors,2014,New Delhi,3,29,Female,No,1,0
2190,Masters,2017,New Delhi,3,28,Male,No,2,0
2191,Masters,2017,New Delhi,3,29,Male,No,1,0
2194,Bachelors,2014,Bangalore,3,30,Male,No,1,0
2195,Bachelors,2013,New Delhi,3,26,Female,No,4,0
2196,Bachelors,2014,Bangalore,1,29,Male,No,2,0
2197,Masters,2016,Pune,3,29,Male,No,2,0
2198,PHD,2016,Pune,1,28,Male,No,2,0
2199,PHD,2015,Bangalore,3,29,Male,No,2,0
2200,Bachelors,2014,Bangalore,3,28,Male,No,1,0
2202,Bachelors,2015,Bangalore,3,28,Female,No,1,0
2203,Bachelors,2015,Pune,3,28,Male,Yes,2,0
2204,Bachelors,2016,New Delhi,3,26,Female,No,4,0
2207,Bachelors,2015,Bangalore,3,29,Male,Yes,1,0
2208,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2209,PHD,2017,New Delhi,3,29,Male,No,1,0
2210,Masters,2017,New Delhi,3,29,Male,No,2,0
2212,Bachelors,2012,New Delhi,3,26,Female,No,4,0
2213,Bachelors,2013,Pune,3,30,Male,No,1,0
2215,Bachelors,2015,New Delhi,3,26,Female,No,4,0
2217,Bachelors,2014,Bangalore,3,29,Male,No,1,0
2219,Bachelors,2016,Bangalore,3,28,Female,No,1,0
2222,Bachelors,2016,Bangalore,3,30,Female,Yes,2,0
2223,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2228,Bachelors,2012,Bangalore,3,28,Male,No,1,0
2229,Bachelors,2014,Bangalore,3,28,Male,No,2,0
2230,PHD,2015,Bangalore,3,29,Female,No,1,0
2232,Bachelors,2017,Pune,3,30,Male,No,2,0
2233,Bachelors,2014,New Delhi,3,28,Female,No,1,0
2234,Bachelors,2013,Bangalore,1,30,Male,No,1,0
2236,Bachelors,2014,Pune,1,28,Male,No,1,0
2237,Bachelors,2015,Bangalore,3,30,Male,No,1,0
2238,Bachelors,2013,New Delhi,3,27,Male,No,5,0
2239,Bachelors,2017,Pune,2,27,Male,No,5,0
2242,Masters,2014,New Delhi,3,27,Male,No,5,0
2243,PHD,2014,New Delhi,2,27,Female,No,5,0
2244,Bachelors,2015,Bangalore,3,29,Male,No,2,0
2245,Bachelors,2012,Pune,3,27,Male,No,5,0
2246,Bachelors,2017,Bangalore,3,30,Male,No,2,0
2247,Bachelors,2014,Bangalore,1,27,Female,No,5,0
2248,Bachelors,2014,Pune,1,26,Male,No,4,0
2249,Bachelors,2012,Bangalore,3,29,Male,Yes,2,0
2250,Bachelors,2012,New Delhi,3,30,Male,No,1,0
2251,Bachelors,2015,Bangalore,3,27,Female,No,5,0
2252,Masters,2017,New Delhi,2,30,Female,No,2,0
2254,Bachelors,2015,Bangalore,3,28,Male,No,2,0
2255,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2258,Bachelors,2017,Pune,3,27,Male,Yes,5,0
2259,PHD,2013,New Delhi,3,30,Male,No,1,0
2261,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2262,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2263,Bachelors,2015,New Delhi,3,26,Female,No,4,0
2264,Bachelors,2016,Pune,3,29,Male,No,2,0
2266,Bachelors,2016,Bangalore,3,28,Male,No,1,0
2267,Masters,2012,Pune,3,30,Male,No,1,0
2268,Bachelors,2014,Bangalore,3,30,Female,No,2,0
2270,Bachelors,2014,Bangalore,3,29,Female,No,1,0
2271,Bachelors,2013,Pune,3,28,Male,No,2,0
2272,Bachelors,2014,Pune,3,29,Male,No,2,0
2273,Bachelors,2012,Bangalore,1,30,Female,No,2,0
2275,Bachelors,2012,Bangalore,3,30,Female,Yes,2,0
2276,Masters,2017,New Delhi,2,30,Male,No,1,0
2277,Bachelors,2014,New Delhi,3,27,Female,No,5,0
2278,Masters,2014,New Delhi,3,29,Male,No,2,0
2279,Bachelors,2016,Bangalore,3,29,Male,No,2,0
2281,Bachelors,2017,New Delhi,3,26,Male,No,4,0
2283,Bachelors,2016,Pune,3,29,Male,No,1,0
2286,Masters,2017,New Delhi,2,26,Male,No,4,0
2288,Bachelors,2017,Bangalore,3,29,Male,No,1,0
2289,Masters,2013,New Delhi,3,27,Female,No,5,0
2291,Bachelors,2013,New Delhi,3,26,Male,No,4,0
2293,Bachelors,2013,New Delhi,3,27,Male,No,5,0
2295,Bachelors,2012,Bangalore,1,27,Female,No,5,0
2296,Bachelors,2012,Bangalore,3,28,Male,No,2,0
2297,Bachelors,2015,New Delhi,3,26,Male,No,4,0
2298,Bachelors,2017,New Delhi,3,28,Female,No,1,0
2299,Bachelors,2013,Bangalore,3,27,Male,No,5,0
2301,Bachelors,2015,Bangalore,3,29,Male,No,1,0
2302,Bachelors,2017,New Delhi,3,27,Female,No,5,0
2303,Bachelors,2012,Bangalore,3,27,Male,Yes,5,0
2304,Masters,2017,New Delhi,2,30,Male,No,2,0
2305,Bachelors,2015,Bangalore,3,28,Female,No,2,0
2306,Masters,2017,Bangalore,1,27,Male,No,5,0
2307,Bachelors,2015,Bangalore,3,27,Male,No,5,0
2309,Masters,2017,Pune,2,30,Male,No,1,0
2310,Bachelors,2013,Pune,3,29,Male,No,2,0
2311,Bachelors,2013,Pune,3,29,Male,No,2,0
2312,Bachelors,2012,Pune,3,27,Male,Yes,5,0
2318,Bachelors,2015,Bangalore,3,30,Male,No,1,0
2320,Bachelors,2014,Bangalore,3,28,Female,Yes,1,0
2321,Masters,2015,New Delhi,3,27,Male,No,5,0
2324,Bachelors,2015,New Delhi,3,28,Female,No,2,0
2325,Bachelors,2013,Bangalore,3,27,Male,No,5,0
2327,Masters,2017,New Delhi,2,30,Male,Yes,2,0
2328,Bachelors,2015,Bangalore,3,28,Female,No,1,0
2329,Bachelors,2013,Bangalore,3,27,Male,Yes,5,0
2332,Masters,2017,New Delhi,2,28,Male,No,2,0
2333,Bachelors,2015,Bangalore,3,29,Male,No,2,0
2335,Masters,2016,Pune,3,30,Male,No,1,0
2336,Bachelors,2014,Pune,3,30,Male,No,1,0
2339,Bachelors,2012,New Delhi,3,27,Female,No,5,0
2341,PHD,2014,Bangalore,3,27,Male,No,5,0
2344,Bachelors,2012,Bangalore,3,30,Female,No,2,0
2346,Bachelors,2013,Bangalore,1,28,Female,No,1,0
2347,Bachelors,2017,Bangalore,3,30,Male,No,1,0
2349,PHD,2016,Bangalore,3,27,Male,No,5,0
2350,Bachelors,2016,New Delhi,3,28,Female,No,2,0
2352,Bachelors,2013,Bangalore,3,27,Female,No,5,0
2353,Masters,2014,Pune,3,27,Male,No,5,0
2355,Masters,2017,New Delhi,2,30,Female,No,1,0
2357,Bachelors,2017,Pune,2,29,Male,No,1,0
2358,Masters,2014,New Delhi,1,29,Male,No,1,0
2361,Masters,2018,New Delhi,1,30,Female,No,2,0
2362,Bachelors,2017,Bangalore,3,29,Male,No,1,0
2363,Bachelors,2016,Pune,3,28,Male,No,2,0
2365,Bachelors,2014,Bangalore,1,28,Female,No,2,0
2366,Masters,2017,New Delhi,2,29,Female,No,2,0
2368,Bachelors,2017,New Delhi,2,28,Female,No,1,0
2369,Bachelors,2016,Bangalore,3,30,Female,No,1,0
2370,PHD,2015,Pune,3,27,Male,No,5,0
2371,Bachelors,2016,Bangalore,3,29,Male,No,2,0
2373,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2374,Masters,2017,New Delhi,2,30,Female,Yes,2,0
2375,PHD,2013,New Delhi,3,30,Female,No,2,0
2376,Bachelors,2015,Bangalore,3,29,Male,No,2,0
2377,Bachelors,2017,Bangalore,3,28,Male,No,2,0
2380,Bachelors,2013,Bangalore,3,28,Male,No,1,0
2382,Bachelors,2013,Bangalore,3,26,Male,Yes,4,0
2383,Masters,2014,Pune,3,30,Male,No,2,0
2384,Masters,2017,Pune,2,30,Male,Yes,2,0
2385,Bachelors,2017,Pune,3,27,Male,No,5,0
2386,Bachelors,2014,New Delhi,3,28,Female,Yes,2,0
2387,Bachelors,2014,New Delhi,3,27,Female,No,5,0
2389,Bachelors,2013,Pune,3,26,Male,No,4,0
2390,Bachelors,2014,New Delhi,3,30,Male,No,1,0
2391,Bachelors,2013,Pune,2,26,Male,No,4,0
2392,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2393,Masters,2017,New Delhi,2,28,Female,No,2,0
2397,Bachelors,2017,New Delhi,2,26,Male,No,4,0
2399,Bachelors,2012,Bangalore,3,28,Male,No,1,0
2400,Bachelors,2016,Bangalore,3,27,Male,No,5,0
2401,Bachelors,2012,Bangalore,3,28,Female,No,1,0
2403,Masters,2017,New Delhi,2,28,Male,No,2,0
2404,Masters,2015,Pune,2,29,Female,No,1,0
2406,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2407,Bachelors,2017,Bangalore,3,29,Female,No,1,0
2408,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0
2409,Bachelors,2014,New Delhi,3,29,Female,No,2,0
2410,Bachelors,2017,New Delhi,3,27,Female,No,5,0
2411,Masters,2017,Pune,2,28,Female,No,2,0
2414,Bachelors,2013,Bangalore,3,30,Male,No,2,0
2416,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2419,Masters,2017,Bangalore,2,27,Male,No,5,0
2422,Masters,2016,Pune,1,27,Female,No,5,0
2423,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2424,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2426,Bachelors,2013,New Delhi,3,26,Male,No,4,0
2428,Bachelors,2013,Pune,3,28,Male,No,2,0
2432,Bachelors,2016,New Delhi,3,29,Female,Yes,2,0
2434,Bachelors,2015,Bangalore,3,27,Female,No,5,0
2436,Bachelors,2014,New Delhi,3,28,Female,No,2,0
2437,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2438,Bachelors,2016,Bangalore,3,29,Female,No,1,0
2439,Bachelors,2012,Bangalore,3,29,Female,No,1,0
2441,Bachelors,2012,Pune,3,30,Male,No,1,0
2443,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2444,Bachelors,2015,New Delhi,3,29,Female,Yes,1,0
2445,Bachelors,2014,Bangalore,3,30,Female,No,1,0
2446,Bachelors,2014,Pune,1,28,Male,No,2,0
2447,Bachelors,2015,Pune,3,27,Female,No,5,0
2451,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2453,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2455,Bachelors,2012,Pune,1,27,Male,No,5,0
2456,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2457,PHD,2017,Bangalore,3,28,Female,No,1,0
2459,Masters,2014,New Delhi,3,30,Male,Yes,2,0
2460,Bachelors,2013,Pune,3,26,Male,No,4,0
2461,Bachelors,2012,Bangalore,3,27,Male,No,5,0
2462,Bachelors,2015,Pune,3,28,Male,No,1,0
2463,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2464,Bachelors,2013,New Delhi,3,26,Male,No,4,0
2465,Masters,2012,New Delhi,3,30,Male,No,2,0
2466,PHD,2013,New Delhi,3,27,Male,No,5,0
2467,Bachelors,2012,Bangalore,3,27,Male,No,5,0
2469,Bachelors,2012,Bangalore,3,26,Female,No,4,0
2470,Masters,2017,New Delhi,3,29,Female,No,2,0
2471,Bachelors,2014,Bangalore,3,29,Male,No,2,0
2472,Bachelors,2017,New Delhi,3,28,Male,No,1,0
2475,Bachelors,2014,Bangalore,1,28,Male,No,1,0
2476,Bachelors,2016,Bangalore,3,28,Male,No,1,0
2477,Bachelors,2014,Pune,3,26,Male,No,4,0
2478,Bachelors,2012,Pune,3,26,Male,No,4,0
2479,Bachelors,2015,Bangalore,3,28,Male,No,2,0
2480,Bachelors,2014,Bangalore,3,28,Male,No,1,0
2481,Bachelors,2016,Bangalore,3,27,Male,No,5,0
2482,PHD,2012,New Delhi,1,29,Female,No,2,0
2484,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2485,Bachelors,2014,Pune,3,28,Male,No,1,0
2487,Bachelors,2017,Bangalore,3,27,Male,No,5,0
2488,Bachelors,2013,Pune,3,27,Female,No,5,0
2489,PHD,2015,New Delhi,3,28,Male,No,2,0
2490,Masters,2017,Pune,2,28,Male,No,2,0
2491,Bachelors,2014,Pune,3,28,Male,No,4,0
2494,Bachelors,2015,Bangalore,3,30,Male,No,0,0
2495,Masters,2012,New Delhi,3,30,Male,No,2,0
2496,Bachelors,2012,Bangalore,1,30,Female,No,0,0
2497,Bachelors,2014,New Delhi,3,27,Female,No,5,0
2498,Bachelors,2017,New Delhi,2,28,Female,No,0,0
2499,Bachelors,2012,Pune,3,26,Male,No,4,0
2502,Bachelors,2013,New Delhi,3,26,Male,No,4,0
2504,Bachelors,2013,Pune,3,29,Male,Yes,2,0
2505,Bachelors,2017,Bangalore,3,28,Male,No,3,0
2509,Bachelors,2012,Bangalore,3,29,Female,No,4,0
2510,Bachelors,2014,Bangalore,3,29,Male,No,1,0
2511,Bachelors,2016,Bangalore,3,27,Male,No,5,0
2512,Bachelors,2015,Bangalore,3,28,Male,Yes,4,0
2513,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2514,Bachelors,2016,Pune,3,29,Male,No,5,0
2515,Bachelors,2014,Bangalore,3,29,Male,No,0,0
2517,Bachelors,2017,New Delhi,3,30,Female,Yes,3,0
2518,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2519,PHD,2015,Pune,2,30,Female,No,4,0
2522,Bachelors,2013,Pune,3,30,Male,No,0,0
2523,Masters,2017,Pune,2,30,Male,No,0,0
2524,Masters,2017,New Delhi,2,29,Female,No,2,0
2525,Masters,2017,New Delhi,2,29,Male,No,2,0
2527,Bachelors,2012,Bangalore,3,27,Female,No,5,0
2528,Bachelors,2017,Bangalore,3,27,Male,No,5,0
2530,Bachelors,2015,Bangalore,3,29,Female,No,1,0
2532,Masters,2016,Pune,3,28,Male,No,2,0
2533,Bachelors,2015,New Delhi,3,28,Female,No,4,0
2534,Bachelors,2015,Bangalore,3,30,Male,No,0,0
2535,Bachelors,2014,Bangalore,3,28,Female,No,3,0
2536,Bachelors,2017,Bangalore,3,28,Male,No,4,0
2537,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2538,Bachelors,2015,Bangalore,3,28,Female,No,0,0
2542,Bachelors,2012,Pune,3,29,Male,No,1,0
2545,Bachelors,2016,Bangalore,3,29,Male,No,5,0
2547,Masters,2017,New Delhi,2,30,Male,No,2,0
2548,Bachelors,2012,New Delhi,3,26,Male,No,4,0
2551,Bachelors,2017,Pune,2,28,Male,No,3,0
2552,Bachelors,2013,Bangalore,3,27,Male,No,5,0
2553,Bachelors,2013,Bangalore,3,29,Male,Yes,4,0
2554,Bachelors,2013,Bangalore,3,30,Male,No,5,0
2555,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2559,Bachelors,2014,New Delhi,3,29,Female,No,2,0
2560,Masters,2015,Pune,3,29,Female,No,4,0
2561,Bachelors,2013,Bangalore,3,27,Male,No,5,0
2564,Masters,2014,Pune,3,30,Male,No,2,0
2565,Bachelors,2015,New Delhi,3,28,Female,No,4,0
2566,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2567,Bachelors,2014,Bangalore,3,28,Male,No,5,0
2569,Bachelors,2016,Bangalore,3,27,Male,Yes,5,0
2570,Bachelors,2013,Bangalore,3,28,Male,No,5,0
2573,Bachelors,2017,Bangalore,3,26,Male,No,4,0
2574,Bachelors,2015,Pune,3,28,Male,No,3,0
2575,Bachelors,2013,Bangalore,3,29,Male,No,2,0
2576,Masters,2017,New Delhi,2,28,Female,No,2,0
2577,Masters,2017,New Delhi,2,30,Female,No,2,0
2578,PHD,2013,New Delhi,3,27,Female,No,5,0
2579,Bachelors,2016,Pune,3,26,Male,No,4,0
2580,Bachelors,2017,New Delhi,2,26,Female,No,4,0
2583,Bachelors,2012,Bangalore,3,27,Female,No,5,0
2585,Bachelors,2016,Bangalore,3,27,Male,Yes,5,0
2586,Bachelors,2015,Bangalore,3,27,Female,No,5,0
2587,Bachelors,2015,Pune,3,29,Male,No,1,0
2589,Bachelors,2012,Bangalore,3,26,Female,No,4,0
2590,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0
2592,Bachelors,2017,Bangalore,3,30,Male,No,3,0
2593,PHD,2012,New Delhi,3,29,Male,No,5,0
2594,Bachelors,2016,Pune,3,29,Male,No,5,0
2595,Bachelors,2014,Bangalore,3,26,Female,Yes,4,0
2596,PHD,2014,New Delhi,3,28,Female,No,0,0
2598,Bachelors,2013,New Delhi,3,27,Female,Yes,5,0
2599,Bachelors,2013,Bangalore,3,28,Male,No,2,0
2601,Bachelors,2016,Bangalore,3,29,Male,No,3,0
2603,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2604,Bachelors,2014,Pune,3,29,Male,No,3,0
2605,Bachelors,2013,Pune,3,30,Male,No,4,0
2606,Masters,2015,New Delhi,3,29,Male,No,2,0
2608,Bachelors,2016,Bangalore,3,28,Male,No,2,0
2609,Bachelors,2015,Bangalore,3,29,Male,No,1,0
2610,Bachelors,2016,Bangalore,3,30,Male,No,0,0
2611,Bachelors,2016,Bangalore,3,28,Female,No,1,0
2612,Bachelors,2017,New Delhi,3,26,Female,No,4,0
2614,PHD,2013,New Delhi,3,30,Female,No,2,0
2615,Bachelors,2016,Bangalore,3,28,Male,Yes,3,0
2616,Bachelors,2015,Bangalore,3,28,Male,No,1,0
2617,Bachelors,2016,Pune,3,28,Male,No,5,0
2619,Bachelors,2015,Bangalore,3,30,Male,No,4,0
2620,Masters,2012,New Delhi,3,27,Male,No,5,0
2621,Masters,2017,New Delhi,3,29,Female,Yes,2,0
2624,Bachelors,2012,Bangalore,3,28,Female,No,0,0
2628,Bachelors,2016,Pune,3,28,Male,No,1,0
2632,Bachelors,2017,Pune,3,27,Male,No,5,0
2634,Bachelors,2015,Bangalore,3,30,Male,No,3,0
2636,Bachelors,2014,Pune,3,26,Male,No,4,0
2637,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2639,Bachelors,2012,Pune,3,29,Male,No,0,0
2641,Bachelors,2017,Bangalore,3,28,Male,No,3,0
2642,Bachelors,2013,Bangalore,3,28,Male,No,5,0
2644,Bachelors,2017,Pune,2,28,Male,No,5,0
2646,Bachelors,2012,Bangalore,3,28,Female,No,2,0
2647,Bachelors,2013,Bangalore,3,29,Female,No,5,0
2650,Bachelors,2015,Bangalore,1,29,Male,No,4,0
2654,Bachelors,2015,Bangalore,3,27,Male,No,5,0
2656,Bachelors,2012,Bangalore,3,29,Male,No,5,0
2657,Bachelors,2012,Bangalore,3,27,Female,No,5,0
2658,Bachelors,2015,Bangalore,3,26,Female,No,4,0
2659,Bachelors,2016,Pune,3,27,Male,No,5,0
2660,Bachelors,2013,Bangalore,3,27,Female,No,5,0
2661,Bachelors,2013,Pune,3,28,Male,No,0,0
2662,Bachelors,2014,Pune,3,29,Male,No,1,0
2663,Bachelors,2017,New Delhi,2,27,Male,No,5,0
2664,Bachelors,2013,New Delhi,3,27,Female,No,5,0
2665,Bachelors,2017,Pune,3,30,Male,No,5,0
2666,Bachelors,2013,Pune,3,27,Male,No,5,0
2667,Bachelors,2012,New Delhi,3,30,Female,Yes,3,0
2669,PHD,2015,New Delhi,3,27,Female,No,5,0
2670,Bachelors,2014,Pune,3,26,Male,No,4,0
2672,Masters,2017,New Delhi,2,29,Male,No,1,0
2673,Bachelors,2013,New Delhi,3,28,Female,No,3,0
2675,Bachelors,2014,New Delhi,3,28,Female,No,3,0
2677,Bachelors,2012,Bangalore,3,29,Male,No,1,0
2678,Bachelors,2017,Pune,2,26,Male,No,4,0
2680,Bachelors,2014,New Delhi,3,29,Male,No,4,0
2682,Bachelors,2014,Bangalore,3,27,Female,No,5,0
2684,Bachelors,2013,New Delhi,3,29,Female,No,2,0
2686,Bachelors,2017,New Delhi,3,29,Female,No,0,0
2688,Bachelors,2014,Bangalore,3,29,Male,No,4,0
2689,Masters,2017,New Delhi,2,30,Female,No,2,0
2691,Bachelors,2017,New Delhi,2,28,Female,No,1,0
2693,Bachelors,2015,Bangalore,3,30,Male,No,4,0
2694,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2695,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2696,Masters,2017,Bangalore,2,30,Male,No,3,0
2697,Masters,2017,New Delhi,2,29,Male,No,4,0
2698,Bachelors,2014,Bangalore,3,28,Male,No,3,0
2700,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2701,Bachelors,2017,New Delhi,3,27,Male,No,5,0
2702,Bachelors,2016,Pune,3,30,Male,No,0,0
2703,Bachelors,2015,Bangalore,3,29,Female,No,0,0
2705,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2706,Bachelors,2015,New Delhi,3,29,Male,No,1,0
2707,Bachelors,2017,Bangalore,3,30,Male,No,4,0
2708,PHD,2017,New Delhi,3,27,Male,No,5,0
2709,PHD,2013,Bangalore,3,27,Male,No,5,0
2711,Bachelors,2013,Bangalore,3,29,Male,No,1,0
2713,Bachelors,2015,Pune,3,27,Male,No,5,0
2714,Bachelors,2012,Bangalore,3,27,Female,No,5,0
2720,Bachelors,2017,New Delhi,3,29,Female,No,3,0
2721,PHD,2015,Pune,2,26,Female,No,4,0
2722,Bachelors,2017,Bangalore,3,30,Female,No,5,0
2723,Bachelors,2016,Pune,3,26,Male,No,4,0
2727,Bachelors,2016,Bangalore,3,27,Male,No,5,0
2728,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2731,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2732,Bachelors,2012,Bangalore,3,28,Female,Yes,0,0
2733,Masters,2014,New Delhi,3,28,Male,No,2,0
2734,Bachelors,2012,Bangalore,3,26,Female,No,4,0
2735,Bachelors,2015,Pune,3,27,Male,No,5,0
2736,Bachelors,2016,Bangalore,3,28,Male,Yes,2,0
2738,Bachelors,2014,New Delhi,3,29,Male,Yes,4,0
2739,Bachelors,2015,Bangalore,3,29,Male,No,1,0
2741,Bachelors,2014,Bangalore,3,28,Male,No,5,0
2742,Masters,2017,Pune,2,27,Male,No,5,0
2743,Bachelors,2017,Pune,2,27,Male,No,5,0
2744,Bachelors,2014,Bangalore,3,28,Male,No,4,0
2745,Bachelors,2017,New Delhi,2,26,Male,No,4,0
2747,Bachelors,2012,Bangalore,3,26,Female,No,4,0
2748,Bachelors,2017,New Delhi,2,26,Female,No,4,0
2750,Bachelors,2014,Bangalore,3,30,Male,No,1,0
2753,Bachelors,2016,Bangalore,3,27,Female,No,5,0
2754,Bachelors,2016,New Delhi,3,26,Female,No,4,0
2755,Bachelors,2017,Bangalore,1,30,Male,No,1,0
2756,Bachelors,2015,New Delhi,3,30,Female,Yes,1,0
2757,Bachelors,2013,Pune,3,30,Male,No,0,0
2758,Bachelors,2015,Pune,3,27,Male,No,5,0
2762,Bachelors,2013,Bangalore,3,30,Male,Yes,0,0
2764,Bachelors,2016,New Delhi,3,29,Female,Yes,2,0
2765,Bachelors,2013,Pune,3,28,Male,No,5,0
2766,Bachelors,2014,New Delhi,3,26,Male,No,4,0
2769,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2771,Bachelors,2017,Bangalore,3,27,Female,No,5,0
2772,Bachelors,2013,Bangalore,3,30,Male,No,1,0
2773,Bachelors,2014,New Delhi,3,27,Male,No,5,0
2776,Bachelors,2016,Bangalore,3,28,Male,No,3,0
2777,Masters,2017,New Delhi,3,29,Female,No,2,0
2778,Bachelors,2014,New Delhi,3,26,Male,No,4,0
2781,Bachelors,2017,Pune,3,29,Male,No,0,0
2782,Masters,2016,New Delhi,3,30,Male,No,2,0
2785,Masters,2014,New Delhi,3,28,Female,No,3,0
2786,Bachelors,2013,Pune,3,26,Male,No,4,0
2787,Bachelors,2017,Bangalore,1,30,Male,No,2,0
2788,Bachelors,2016,Bangalore,3,28,Male,Yes,3,0
2790,Bachelors,2013,Bangalore,3,30,Female,No,5,0
2791,Bachelors,2016,Bangalore,3,27,Male,No,5,0
2792,Bachelors,2015,Pune,3,27,Male,No,5,0
2793,Masters,2012,New Delhi,3,26,Female,No,4,0
2794,Bachelors,2013,Pune,2,26,Male,Yes,4,0
2797,Bachelors,2017,Bangalore,3,29,Male,No,3,0
2798,Bachelors,2013,Bangalore,3,28,Male,No,1,0
2799,Bachelors,2012,Bangalore,3,28,Male,Yes,2,0
2800,Masters,2017,New Delhi,1,30,Male,No,2,0
2801,Bachelors,2017,New Delhi,2,26,Female,No,4,0
2803,Bachelors,2012,Pune,3,29,Male,No,5,0
2804,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2805,Bachelors,2015,Bangalore,3,29,Male,No,4,0
2809,Bachelors,2017,New Delhi,2,26,Male,No,4,0
2811,Bachelors,2017,Bangalore,3,29,Male,No,4,0
2813,Bachelors,2017,Bangalore,3,28,Male,No,5,0
2814,Bachelors,2017,Bangalore,3,29,Male,No,0,0
2815,Bachelors,2017,Bangalore,3,30,Male,No,2,0
2816,Bachelors,2017,New Delhi,2,26,Female,No,4,0
2817,Masters,2017,New Delhi,2,30,Female,No,2,0
2820,Bachelors,2012,Bangalore,3,28,Male,No,2,0
2821,Bachelors,2012,Bangalore,3,28,Female,No,4,0
2822,Bachelors,2017,Bangalore,3,29,Female,No,5,0
2823,Bachelors,2015,Bangalore,3,30,Male,Yes,3,0
2826,Bachelors,2017,New Delhi,3,30,Male,No,5,0
2827,Bachelors,2012,New Delhi,3,27,Female,No,5,0
2828,Bachelors,2017,New Delhi,3,26,Female,No,4,0
2829,Bachelors,2014,Bangalore,3,27,Male,Yes,5,0
2830,Bachelors,2014,Bangalore,3,30,Male,No,0,0
2831,Bachelors,2014,New Delhi,3,30,Female,No,2,0
2832,Bachelors,2012,New Delhi,3,29,Female,No,5,0
2833,Bachelors,2014,Pune,3,26,Male,No,4,0
2834,Bachelors,2015,Bangalore,3,27,Male,No,5,0
2837,Bachelors,2017,Bangalore,3,26,Male,No,4,0
2838,Masters,2017,New Delhi,3,26,Female,No,4,0
2839,Masters,2012,New Delhi,3,29,Male,No,2,0
2840,Bachelors,2013,Bangalore,3,27,Male,No,5,0
2841,Bachelors,2012,Pune,3,26,Male,No,4,0
2845,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2846,Masters,2017,New Delhi,2,28,Female,No,2,0
2847,Bachelors,2017,New Delhi,2,27,Male,No,5,0
2849,Bachelors,2013,Bangalore,3,30,Female,No,1,0
2852,Masters,2015,New Delhi,3,30,Male,No,2,0
2853,Bachelors,2012,Bangalore,3,29,Male,No,4,0
2855,Masters,2017,Pune,2,28,Male,No,5,0
2858,Bachelors,2014,Bangalore,3,29,Male,No,4,0
2859,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2861,Bachelors,2012,Bangalore,3,28,Female,No,0,0
2862,Masters,2017,Pune,2,28,Male,No,2,0
2863,Masters,2015,Pune,2,27,Female,No,5,0
2864,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2866,Masters,2016,New Delhi,3,30,Male,No,3,0
2869,Bachelors,2017,Pune,3,30,Male,No,0,0
2870,Bachelors,2013,Pune,3,27,Male,No,5,0
2871,Bachelors,2017,New Delhi,2,30,Male,No,4,0
